Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
愛,爱,彼女は家族への愛が深いです。,她对家人的爱很深。,<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>家族<rt>かぞく</rt></ruby>への<ruby>愛<rt>あい</rt></ruby>が<ruby>深い<rt>ふかい</rt></ruby>です。,<ol><li>彼女（かのじょ）：她，指代女性。</li><li>家族（かぞく）：家庭成员、家人。</li><li>への：表示朝向、针对。这里用“家族への”表示“对家人”的。</li><li>愛（あい）：爱，核心单词。指强烈的情感、亲情等。注意不要误读为“まな”。</li><li>が：主语助词，标记“爱”为主语。</li><li>深い（ふかい）：深的、深厚的，用来形容情感等程度很大。</li><li>です：礼貌形终结词。</li><li>句型“〜への愛が深い”：常用于形容对于某人或某事物的感情很深。在日语中，家庭成员之间的亲情常用“愛”表达，但日本文化中也会用“思いやり”（关怀）等词。</li></ol>,[sound:jlpt_vocabulary_in_sentence_愛.mp3]
相変わらず,依然，照旧,彼は相変わらず元気です。,他依然很有精神。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>相変わらず<rt>あいかわらず</rt></ruby><ruby>元気<rt>げんき</rt></ruby>です。,<ol><li>彼（かれ）：指“他”。</li><li>は：主题助词，提醒句子主语。</li><li>相変わらず（あいかわらず）：副词，表示“依然，照旧”，描述事物状态没有变化。常用于表达某种状态一直持续不变，既可用于积极，也可用于消极状态。</li><li>元気（げんき）：名词，表示活力、精神状态好。</li><li>です：礼貌结句，相当于“是”。</li><li>语序：日语中状态副词通常放在动词、形容词、名词前修饰状态。</li></ol>,[sound:jlpt_vocabulary_in_sentence_相変わらず.mp3]
愛情,爱情,彼の小説には愛情があふれている。,他的小说充满了爱情。,<ruby>彼<rt>かれ</rt></ruby>の<ruby>小説<rt>しょうせつ</rt></ruby>には<ruby>愛情<rt>あいじょう</rt></ruby>が<ruby>あふれている<rt>あふれている</rt></ruby>。,<ol><li>彼（かれ）：他，指男性第三人称。</li><li>小説（しょうせつ）：小说，指文学作品。</li><li>には：に+は，表强调，表示在某方面或某处具有某种特征。</li><li>愛情（あいじょう）：爱情、爱意，可泛指亲情、友情中的爱，不过常用于描述浪漫爱情。</li><li>あふれている：动词“あふれる”（溢出）的ている形式，表示持续状态，译为“充满”。</li><li>日语中，“愛情”可以用于广义的爱，比如亲子、朋友，也可专指男女间的感情，具体要看语境。</li></ol>,[sound:jlpt_vocabulary_in_sentence_愛情.mp3]
合図,信号，暗号,先生が合図をして授業が始まった。,老师打了个信号，课程开始了。,<ruby>先生<rt>せんせい</rt></ruby>が<ruby>合図<rt>あいず</rt></ruby>をして<ruby>授業<rt>じゅぎょう</rt></ruby>が<ruby>始まった<rt>はじまった</rt></ruby>。,<ol><li>先生（せんせい）：老师的意思。</li><li>合図（あいず）：信号、暗号、提示等。用于通过某种动作、表情等传递特定意思或信息。</li><li>〜をして：表示做某个动作，这里是“打信号”，“して”为动词“する”的て形，接在名词后面表示“做～”的意思。</li><li>授業（じゅぎょう）：上课、课程。</li><li>始まった（はじまった）：动词“始まる（はじまる）”的过去式，表示“开始了”。</li><li>句式说明：日语中常用“〜が始まった”表示某事开始了，注意“始まる”为自动词，强调“课程自己开始了”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_合図.mp3]
アイスクリーム,冰淇淋,子供たちはアイスクリームが大好きです。,孩子们非常喜欢冰淇淋。,<ruby>子供たち<rt>こどもたち</rt></ruby>はアイスクリームが<ruby>大好き<rt>だいすき</rt></ruby>です。,"<ol><li>子供たち（こどもたち）：""孩子们""。""子供""指孩子，""たち""表示复数（们）。</li><li>は: 主题助词，标明句子的主题。</li><li>アイスクリーム：""冰淇淋""，外来语，常因外来语而片假名写。</li><li>が：主格助词，标明喜欢的对象。</li><li>大好き（だいすき）：非常喜欢，形容动词，常见表达情感的词语。</li><li>です：敬语结尾，表示礼貌。</li><li>语法：句型“〜は〜が好き/大好きです”常用来表达某人喜欢某物。</li></ol>",[sound:jlpt_vocabulary_in_sentence_アイスクリーム.mp3]
愛する,爱，深爱,彼は家族を愛している。,他爱着家人。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>家族<rt>かぞく</rt></ruby>を<ruby>愛して<rt>あいして</rt></ruby>いる。,<ol><li>彼（かれ）：表示“他”，是第三人称代名词。</li><li>家族（かぞく）：表示“家庭、家人”。</li><li>を：宾格助词，标记动作的对象。</li><li>愛している：是动词「愛する」的「ている」形式，表示正在进行或持续的状态，所以“愛している”可理解为“正在爱”或“一直爱着”。</li><li>本句语序是：主语（彼は）+ 宾语（家族を）+ 谓语（愛している），符合日语常规语序。</li><li>“愛する”适用于深层次的爱，如对家人、恋人、国家等，区别于“好き（すき）”仅表示喜欢或一般的爱好。</li></ol>,[sound:jlpt_vocabulary_in_sentence_愛する.mp3]
相手,对方,相手の意見を聞きます。,我听取对方的意见。,<ruby>相手<rt>あいて</rt></ruby>の<ruby>意見<rt>いけん</rt></ruby>を<ruby>聞きます<rt>ききます</rt></ruby>。,<ol><li>相手（あいて）：指交谈、活动或比赛中的对方，也可泛指对手、伙伴等。其发音为“あいて”，注意“相”字读作“あい”；常见误读为“そうて”，需注意区分。</li><li>意見（いけん）：意见、看法。</li><li>を：表示宾语的助词。</li><li>聞きます（ききます）：动词“聞く”的敬体形式，意思是倾听、询问。</li><li>这个句型为「N1 の N2 を Vます」，表示对某人的某事进行某动作。整体表达尊重对方意见的语境，这是一种日语交流中较为礼貌的表达方式。</li></ol>,[sound:jlpt_vocabulary_in_sentence_相手.mp3]
あいにく,不巧，遗憾,あいにく田中さんは外出しています。,很遗憾，田中先生出去了。,<ruby>あいにく<rt>あいにく</rt></ruby><ruby>田中さん<rt>たなかさん</rt></ruby>は<ruby>外出<rt>がいしゅつ</rt></ruby><ruby>して<rt>して</rt></ruby><ruby>います<rt>います</rt></ruby>。,<ol><li>あいにく：副词，表示“遗憾地、不巧地”。常用于礼貌表达拒绝、歉意，经常出现在商务、日常会话中，含有一点无奈的语气。</li><li>田中さん：一般姓氏+さん，用于礼貌地称呼别人，无论男女皆可。</li><li>外出しています：动词“外出（がいしゅつ）する”的现在进行时，表示“正在外出”。“しています”是“する”的ている形，表示动作状态持续。</li><li>句型讲解：“AはBしています”表示“某人正在做某事”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_あいにく.mp3]
遭う,遇到（不幸）,昨夜大きな事故に遭いました。,昨晚遇到了大的事故。,<ruby>昨夜<rt>さくや</rt></ruby><ruby>大きな<rt>おおきな</rt></ruby><ruby>事故<rt>じこ</rt></ruby>に<ruby>遭いました<rt>あいました</rt></ruby>。,<ol><li>昨夜（さくや）：意为“昨晚”，用于指前一晚。</li><li>大きな：形容词，意为“大”，修饰后面的名词“事故”。</li><li>事故（じこ）：名词，意为“事故、意外”。</li><li>に：助词，表示动作的对象或发生的场合。这里用于表明“遭遇”的对象是“事故”。</li><li>遭いました（あいました）：动词「遭う」的过去式，表示“遭遇了（不好的事情）”。注意「遭う」多用于遇到不幸、灾难等负面事件，不同于「会う」（あう，见面、遇到人）。</li><li>日本人使用「遭う」主要指遇到预想之外的不幸或意外，文化中常见搭配为“事故に遭う”“災難に遭う”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_遭う.mp3]
アウト,出界,野球でボールがアウトになった。,棒球中球出界了。,<ruby>野球<rt>やきゅう</rt></ruby>でボールがアウト<ruby>になった<rt>になった</rt></ruby>。,<ol><li>野球（やきゅう）：棒球，日本盛行的运动之一，规则与欧美基本相同。</li><li>ボール：球（ball），外来语。</li><li>アウト：外来语，意为“出局”或“出界”，在体育、游戏等场合常用。</li><li>になった：动词“なる”（变为）的过去形，表示状态的变化。</li><li>で：表示原因、手段或场所，在这里表示“在……中”。和助词“に”区别：で更偏向动作过程或状态发生的背景。</li></ol>,[sound:jlpt_vocabulary_in_sentence_アウト.mp3]
明かり,灯光,部屋に明かりがついています。,房间里灯亮着。,<ruby>部屋<rt>へや</rt></ruby>に<ruby>明かり<rt>あかり</rt></ruby>がついています。,<ol><li>部屋（へや）：房间。</li><li>に：表示动作发生的场所助词，相当于中文“在”。</li><li>明かり（あかり）：灯光、光亮，也可以指希望、秘诀等抽象含义。主要指灯火或灯泡的光。注意与「灯り」意义近似，日常生活中「明かり」更为常用。</li><li>が：助词，标示主语。此处指“明かり”是主语。</li><li>ついています：「つく」是“亮着、点着”的意思，这里是「つく」的て形加「います」表示状态持续，即“亮着”。</li><li>整体语法：「〜ています」表示某状态正在进行或持续。</li></ol>,[sound:jlpt_vocabulary_in_sentence_明かり.mp3]
空き,空闲、空位,この電車に空き席はありますか。,这辆电车有空位吗？,<ruby>この<rt>この</rt></ruby><ruby>電車<rt>でんしゃ</rt></ruby>に<ruby>空き席<rt>あきせき</rt></ruby>は<ruby>あります<rt>あります</rt></ruby>か。,<ol><li>この：指示词，表示“这个”。</li><li>電車（でんしゃ）：名词，意思是“电车”。</li><li>に：助词，表示存在或方向，这里表示“在（电车）里”。</li><li>空き席（あきせき）：名词，“空き”意为“空闲”，与“席”合成，指“空位”。</li><li>は：提示助词，引出主语或主题。</li><li>あります：动词“ある”的礼貌形，表示物体的存在，用于无生命物体。</li><li>か：疑问助词，表示提问。</li><li>日语中询问座位空闲时常用“空き席”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_空き.mp3]
明らか,明显，清楚,彼のミスは明らかになった。,他的失误变得明显了。,<ruby>彼<rt>かれ</rt></ruby>のミスは<ruby>明らか<rt>あきらか</rt></ruby>になった。,"<ol><li>彼（かれ）：他，指人称代词“他”。</li><li>ミス：英语""miss""或""mistake""的外来语，表示失误、错误。</li><li>は：提示助词，表示主语。</li><li>明らか（あきらか）：形容动词，意思是“明显，清楚”。接续时需用「に」变副词。</li><li>になった：是「なる」的过去形，「～になる」表示变成、成为某种状态。此处「明らかになる」表示“变得明显”。</li><li>日本句子主语常用助词「は」提示，外来语如“ミス”常见于生活/工作场景。</li></ol>",[sound:jlpt_vocabulary_in_sentence_明らか.mp3]
諦める,放弃,彼は夢を諦めることはなかった。,他从未放弃梦想。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>夢<rt>ゆめ</rt></ruby>を<ruby>諦める<rt>あきらめる</rt></ruby>ことはなかった,<ol><li>彼（かれ）：他，对男性的第三人称代词。</li><li>夢（ゆめ）：梦想。</li><li>諦める（あきらめる）：放弃，死心。用来表示因无可奈何等原因不再追求某事。常见搭配“夢を諦める”。</li><li>こと（こと）：这里把动词“諦める”名词化，作为“放弃这件事”。</li><li>は：主题助词。</li><li>なかった：动词“ある”的否定过去式，表达“没有做……”。在这里表示“并未放弃”。</li><li>语法说明：“諦める”是Ⅱ类动词，活用时词尾变化如“諦めます/諦めません”。“ことは～ない”结构常用于表达某事没有发生。</li></ol>,[sound:jlpt_vocabulary_in_sentence_諦める.mp3]
飽きる,厌烦,毎日同じ食事に飽きることがあります。,每天相同的饭菜有时会让人厌烦。,<ruby>毎日<rt>まいにち</rt></ruby><ruby>同じ<rt>おなじ</rt></ruby><ruby>食事<rt>しょくじ</rt></ruby>に<ruby>飽きる<rt>あきる</rt></ruby>ことが<ruby>あります<rt>あります</rt></ruby>。,<ol><li>毎日（まいにち）：表示“每天”。</li><li>同じ（おなじ）：形容词，意思是“相同的”。</li><li>食事（しょくじ）：名词，意为“饭菜”、“餐食”。</li><li>に：格助词，表示动作的对象，这里指“对于相同的饭菜”。</li><li>飽きる（あきる）：动词，表示“厌倦、厌烦、腻”。经常接在某种事物后，表示对其产生厌烦感。常见搭配为「〜に飽きる」。</li><li>こと：把前面动词转成名词，表示“……的事”。</li><li>が：主语助词，标记主语。</li><li>あります：动词“ある”的敬体，表示“有、发生”。这里表达“有会发生XX的时候”。<br>【语法说明】「〜に飽きる」是固定搭配，表示对某事物感到厌烦，不局限于食物，也可用于工作、游戏等，如「仕事に飽きる」。<br>【文化背景】日本饮食虽讲究但家庭餐食重复也常见，因此这个句型生活中使用率高。</li></ol>,[sound:jlpt_vocabulary_in_sentence_飽きる.mp3]
握手,握手,初めて会った人と握手をしました。,和第一次见面的人握了手。,<ruby>初めて<rt>はじめて</rt></ruby><ruby>会った<rt>あった</rt></ruby><ruby>人<rt>ひと</rt></ruby>と<ruby>握手<rt>あくしゅ</rt></ruby>を<ruby>しました<rt>しました</rt></ruby>。,<ol><li>初めて（はじめて）：副词，意思是“第一次”，用于强调之前没有经历过。</li><li>会った（あった）：动词“会う（あう）”的过去式，表示“见过面”。</li><li>人（ひと）：名词“人”。</li><li>と：格助词，这里表示与谁一起，常用法。</li><li>握手（あくしゅ）：名词，指“握手”，源于英语“handshake”。在日本，见面寒暄“握手”较为正式，日常中更多用鞠躬（おじぎ），而“握手”多出现在商业或国际场合。</li><li>を：助词，标记宾语。</li><li>しました：动词“する”的过去式“しました”，礼貌形，表示完成某动作。</li><li>句子结构为“〜と〜をしました”：表示和某人做了某事。</li></ol>,[sound:jlpt_vocabulary_in_sentence_握手.mp3]
悪魔,恶魔,彼は悪魔のように冷たい人です。,他像恶魔一样冷酷无情。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>悪魔<rt>あくま</rt></ruby>のように<ruby>冷たい<rt>つめたい</rt></ruby><ruby>人<rt>ひと</rt></ruby>です。,<ol><li>彼（かれ）：他，通常指男性。用于第三人称。</li><li>は：主语助词，标记主题。</li><li>悪魔（あくま）：恶魔，指传说或宗教中的邪恶存在，有时用来比喻残酷的人。</li><li>のように：表示比喻，意为“像...一样”。其中“よう”是“样子、样”，后加“に”变成副词形式。</li><li>冷たい（つめたい）：冷、冷淡，形容词，用于描述性格或物体的温度，这里指“冷酷无情”。</li><li>人（ひと）：人。</li><li>です：敬体句末，用于表达礼貌。</li><li>“恶魔（あくま）”在日语中涵盖宗教神话含义，也常作为比喻用语，形容残忍或无情的人。</li></ol>,[sound:jlpt_vocabulary_in_sentence_悪魔.mp3]
明ける,天亮、结束,夜が明けるのを待っています。,我正在等待天亮。,<ruby>夜<rt>よる</rt></ruby>が<ruby>明ける<rt>あける</rt></ruby>のを<ruby>待っています<rt>まっています</rt></ruby>。,<ol><li>夜（よる）：夜晚。</li><li>が：主语助词，表示前面的夜是主语。</li><li>明ける（あける）：动词，表示天亮、结束（如年明け、梅雨明け等场景下也可指时间段结束）。自动词，主语用“が”。</li><li>のを：用法为动词普通形+のを，将动词短语名词化，作为宾语。</li><li>待っています（まっています）：动词待つ（等待）的ている形式，表达动作正在进行。</li><li>“夜が明ける”是固定搭配，常用于描述天亮、黎明到来。</li></ol>,[sound:jlpt_vocabulary_in_sentence_明ける.mp3]
揚げる,油炸,母は天ぷらを揚げるのが上手です。,我妈妈很擅长炸天妇罗。,<ruby>母<rt>はは</rt></ruby>は<ruby>天ぷら<rt>てんぷら</rt></ruby>を<ruby>揚げる<rt>あげる</rt></ruby>のが<ruby>上手<rt>じょうず</rt></ruby>です。,<ol><li>母（はは）：意为“母亲、妈妈”，是家里母亲的称呼，本句用作主语。</li><li>天ぷら（てんぷら）：一种日式油炸料理，裹粉后高温油炸，常见食材有海鲜和蔬菜。</li><li>を：宾格助词，表示动作的对象，这里“天ぷらを”表示炸天妇罗。</li><li>揚げる（あげる）：动词，意思是“油炸”，也有举起、升起之意。本句里指料理手法。注意与“上げる（あげる）”等同音异义词区分：常见 TTS 错误是将“揚”读作“よう”。</li><li>のが：动词“揚げる”后加“の”变成名词化，“のが”连接“上手”表示“擅长做……”。</li><li>上手（じょうず）：形容动词，表示“擅长、拿手”。</li><li>です：敬语终助词，礼貌陈述句的句尾。</li><li>日本家庭主妇通常擅长料理天妇罗，是日本常见家常菜。</li></ol>,[sound:jlpt_vocabulary_in_sentence_揚げる.mp3]
挙げる,举起，举例,先生が例を挙げる。,老师举例。,<ruby>先生<rt>せんせい</rt></ruby>が<ruby>例<rt>れい</rt></ruby>を<ruby>挙げる<rt>あげる</rt></ruby>。,<ol><li>先生（せんせい）：老师。</li><li>が：表示主语的助词。</li><li>例（れい）：例子。</li><li>を：宾语助词，表示动作的对象。</li><li>挙げる（あげる）：他动词，意思是“举、举起、列举”。用于“例を挙げる”时指“举例”。该词还有“举手”、“举办”等意思，需结合语境判断。</li><li>句子结构为主语+宾语+动词，是最常见的日语句型。</li><li>日本在课堂教学时老师经常会说“例を挙げます”，表示“举个例子”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_挙げる.mp3]
預かる,保管、照看,私はあなたの荷物を預かります。,我来保管你的行李。,<ruby>私<rt>わたし</rt></ruby>はあなたの<ruby>荷物<rt>にもつ</rt></ruby>を<ruby>預かります<rt>あずかります</rt></ruby>。,<ol><li>私（わたし）：第一人称，表示“我”。</li><li>あなた：第二人称，表示“你”。</li><li>の：连接名词，表示前者（你）是后者（行李）的所属者。</li><li>荷物（にもつ）：名词，意思是“行李、包裹”。</li><li>を：宾格助词，表示动作的对象。</li><li>預かります（あずかります）：「預かる」的敬体形式。动词，意思是替别人保管、看管物品，往往有“暂时为他人看护”的含义，而并非自己占有。</li><li>句型：“～を預かります”意为“代为保管～”，在日语生活中常用于寄存、临时照看的场景，如行李寄存处（荷物預かり所）。</li></ol>,[sound:jlpt_vocabulary_in_sentence_預かる.mp3]
預ける,寄存，托付,荷物を駅に預けることができます。,可以把行李寄存在车站。,<ruby>荷物<rt>にもつ</rt></ruby>を<ruby>駅<rt>えき</rt></ruby>に<ruby>預ける<rt>あずける</rt></ruby>ことができます。,<ol><li>荷物（にもつ）：行李、包裹。</li><li>駅（えき）：车站。</li><li>預ける（あずける）：寄存、托付，把自己的物品暂时交给别人保管。</li><li>〜を〜に預ける：把某物寄存在某处。「を」为宾格助词，指代被托付的东西；「に」为方向助词，表示托付给某处或某人。</li><li>ことができます：表示“可以、能够”，常用于说明能力或许可。</li><li>文化补充：在日本很多车站都设有行李寄存处（コインロッカー等），给旅行者带来很多便利。</li></ol>,[sound:jlpt_vocabulary_in_sentence_預ける.mp3]
汗,汗水,運動後に汗がたくさん出ました。,运动后出了很多汗。,<ruby>運動後<rt>うんどうご</rt></ruby>に<ruby>汗<rt>あせ</rt></ruby>がたくさん<ruby>出ました<rt>でました</rt></ruby>。,<ol><li>運動後（うんどうご）：意思是“运动后”，由“運動（うんどう，运动）”加上“後（ご，……之后）”组成。</li><li>汗（あせ）：意思是“汗水”，这里指人体因运动、热等产生的生理现象。</li><li>が：助词，表示前项（汗）是主语或主体。</li><li>たくさん：副词，意思是“很多”。</li><li>出ました（でました）：动词“出る（でる，出来、流出）”的礼貌过去式，表示动作已经完成。</li><li>语法点：“に”表时间点，“が”作主语助词。整个句子的结构为“时间点+に+主语+が+副词+动词”。</li><li>补充：日语“汗”常作“あせ”读音，注意不要误读为“かん”。本句用过去式描述已发生的事实，表达更自然。</li></ol>,[sound:jlpt_vocabulary_in_sentence_汗.mp3]
与える,给予,先生は学生に賞を与えた。,老师把奖品给了学生。,<ruby>先生<rt>せんせい</rt></ruby>は<ruby>学生<rt>がくせい</rt></ruby>に<ruby>賞<rt>しょう</rt></ruby>を<ruby>与えた<rt>あたえた</rt></ruby>。,<ol><li>先生（せんせい）：老师。</li><li>は：提示主题的助词。</li><li>学生（がくせい）：学生。</li><li>に：表示动作的接受对象，这里表示奖品的接受者是学生。</li><li>賞（しょう）：奖、奖品。</li><li>を：宾语助词，承接“与える”的动作对象“賞”。</li><li>与える（あたえる）：给予、授予，常用来表示权利、奖品、影响等比较正式的“给予”。</li><li>た形（たけい）：“与える”变为过去式“与えた”（あたえた），表示动作已经完成。</li><li>语法知识补充：“AはBにCを与える”结构，意为“A把C给予B”。在正式场合和书面语中常用“与える”，生活口语中常用“あげる”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_与える.mp3]
温かい,温暖的,温かいスープを飲みました。,我喝了热乎乎的汤。,<ruby>温かい<rt>あたたかい</rt></ruby><ruby>スープ<rt>すーぷ</rt></ruby><ruby>を<rt>を</rt></ruby><ruby>飲みました<rt>のみました</rt></ruby>。,<ol><li>温かい：形容词，指“温暖的、热乎的”，多用于描述令人感到舒适的温度（如食物、饮料、人情等）。与“暖かい”（主用于气候、空气等）相区分。</li><li>スープ：外来语，意为“汤”。</li><li>を：助词，表示动作对象。</li><li>飲みました：动词“饮む（のむ，喝）”的敬体过去式，用于表达礼貌。</li><li>语序结构为：主语（省略）+ 温かい（修饰语）+ スープ（宾语）+ を（宾格助词）+ 飲みました（谓语）。</li><li>日本饮食文化中，喝温热的汤表示对身体的关爱，冬季尤为常见。</li><li>注意：有些TTS把「あたたかい」错误发音为“あたたけい”，标准发音应为“あたたかい”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_温かい.mp3]
暖まる,变暖,ストーブで部屋が暖まる。,房间因为火炉变暖了。,ストーブで<ruby>部屋<rt>へや</rt></ruby>が<ruby>暖まる<rt>あたたまる</rt></ruby>。,<ol><li>ストーブ：炉子、火炉（日语外来语，来自英语 stove）。在日本冬季取暖普遍使用各种取暖器具。</li><li>で：表示原因、手段或场所，此处表示“通过XX手段”。</li><li>部屋（へや）：房间。</li><li>が：主语标记。</li><li>暖まる（あたたまる）：自动词，表示“变暖”；和他动词“暖める（あたためる）”区分，后者是“使…变暖”。常见TTS错误是将“暖まる”读成“ぬくまる”，这是误读，标准读音为“あたたまる”。</li><li>句型：“～が暖まる”表示某物自己变暖，常用于气候、环境、物体等场合。</li></ol>,[sound:jlpt_vocabulary_in_sentence_暖まる.mp3]
温まる,变暖,スープが温まるのを待っています。,我正在等汤变热。,<ruby>スープ<rt>すーぷ</rt></ruby>が<ruby>温まる<rt>あたたまる</rt></ruby>のを<ruby>待っています<rt>まっています</rt></ruby>。,<ol><li>スープ（すーぷ）：西式浓汤，音译自英语 soup。</li><li>が：表示主语。</li><li>温まる（あたたまる）：自动词，意为“变暖、变热”，常用于描述物体或身体温度升高。</li><li>のを：名词化用法，动词变成名词，表示“……的事”。</li><li>待っています（まっています）：“待つ（等）”的进行时/持续体，表示正在等待的状态。</li><li>语法知识：动词连体形 + のを待つ，表示“等……的事发生”。</li><li>文化补充：日本人用汤（スープ）或味噌汤（みそしる）常佐餐，等汤变热是一种常见日常场景。</li></ol>,[sound:jlpt_vocabulary_in_sentence_温まる.mp3]
暖める,加热,スープを暖めるために火を使います。,为了加热汤，用火。,<ruby>スープ<rt>すーぷ</rt></ruby>を<ruby>暖める<rt>あたためる</rt></ruby><ruby>ために<rt>ために</rt></ruby><ruby>火<rt>ひ</rt></ruby>を<ruby>使います<rt>つかいます</rt></ruby>。,<ol><li>スープ（すーぷ）：汤，来自英语soup的外来语。</li><li>を：宾语助词，表示前面的“スープ”是动作的对象。</li><li>暖める（あたためる）：加热、使变暖，物理和感情均可用。注意“温める”也读作“あたためる”，但更常用于温度适中的加温，例如饭团、手心等，不同于高温加热。</li><li>ために：表示目的，意为“为了……”。</li><li>火（ひ）：火焰，这里指用明火、炉火等加热。</li><li>使います（つかいます）：动词“使う”的礼貌形，意思是“使用”。</li><li>日语中的加热有多个表达，如“温める”“暖める”。“暖める”一般用于较大范围、空间或液体的加热，如房间、汤水；而“温める”多指贴身物品、食物等的轻度加热。实际语境需分辨使用。</li></ol>,[sound:jlpt_vocabulary_in_sentence_暖める.mp3]
温める,加热,ご飯を電子レンジで温める。,用微波炉加热米饭。,<ruby>ご飯<rt>ごはん</rt></ruby>を<ruby>電子レンジ<rt>でんしれんじ</rt></ruby>で<ruby>温める<rt>あたためる</rt></ruby>。,<ol><li>ご飯（ごはん）：米饭。日语中经常作为主食出现。</li><li>を：助词，表示动作的对象。</li><li>電子レンジ（でんしれんじ）：电磁炉、微波炉。在日本家庭厨房极为常见。</li><li>で：助词，表示动作发生的场所，或使用的工具。</li><li>温める（あたためる）：动词，意思为“加热、使温暖”。通常用于物品（如饭菜、饮料等）的加热。</li><li>日语表达中，“温める”多用于具体物体加热。“暖める（あたためる）”用于抽象意义或身体感受（如心・房间）。本句中是对可食用物的加热，需用“温める”。</li><li>语法结构：AをBで+动词，表示“用B对A做某事”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_温める.mp3]
辺り,附近，周围,駅の辺りはとても静かです。,车站附近非常安静。,<ruby>駅<rt>えき</rt></ruby>の<ruby>辺り<rt>あたり</rt></ruby>はとても<ruby>静か<rt>しずか</rt></ruby>です。,<ol><li>駅（えき）：名词，意为“车站”。</li><li>の：格助词，连接体词，表示所属或相关。</li><li>辺り（あたり）：名词，本句中表示某地的“周边、附近”的意思。</li><li>は：提示助词，表示主题/主语。</li><li>とても：副词，意为“非常”。</li><li>静か（しずか）：形容动词，意思是“安静”，表示环境没有噪音。</li><li>です：句末敬体助动词，表示礼貌的陈述。</li><li>语法说明：“～の辺り”常用于表示某个地点附近或周围，汉字写作“辺り”或“辺”，假名读作“あたり”。注意不要与“当たり（中奖/命中）”混淆。</li></ol>,[sound:jlpt_vocabulary_in_sentence_辺り.mp3]
当たり前,理所当然,助け合うのは当たり前だと思います。,互相帮助是理所当然的。,<ruby>助け合う<rt>たすけあう</rt></ruby>のは<ruby>当たり前<rt>あたりまえ</rt></ruby>だと<ruby>思います<rt>おもいます</rt></ruby>。,<ol><li>助け合う（たすけあう）：动词，互相帮助。由助ける（帮助）和合う（互相…）的复合动词形式。</li><li>当たり前（あたりまえ）：形容动词，表示理所应当、稀松平常。用于表达某事很自然、毫不奇怪。</li><li>だ：判断词，用于句末表示断定，相当于“是”。</li><li>と思います（とおもいます）：表示主观想法，“我认为……”。「と思う」是动词思う的礼貌形，和助词と组成固定句型，前边接所认为的内容。</li></ol>,[sound:jlpt_vocabulary_in_sentence_当たり前.mp3]
当たる,命中，碰上,くじに当たることはめったにない。,中彩票的事情很少有。,<ruby>くじ<rt>くじ</rt></ruby><ruby>に<rt>に</rt></ruby><ruby>当たる<rt>あたる</rt></ruby><ruby>こと<rt>こと</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>めったに<rt>めったに</rt></ruby><ruby>ない<rt>ない</rt></ruby>。,<ol><li>くじ：抽签、彩票（指幸运抽奖或购买的彩票）。</li><li>に：表示动作的对象，这里连接“くじ”与后面的动词“当たる”。</li><li>当たる（あたる）：有“命中、中标、中选”等意思，此处指“中奖”。根据语境，“当たる”还可以有“碰撞”“适合”“照射”等其他意思。</li><li>こと：事情、情况，此处作为形式名词，将前面动词名词化。</li><li>は：主题助词，提出主语“くじに当たること”。</li><li>めったに～ない：惯用表达，表示“很少、不常”，后续否定形时使用。</li><li>ない：表示否定，即“没有，不存在”。</li><li>整体语法讲解：句子整体结构为“くじに当たることはめったにない”，意为“很少有中彩票的事”，形容发生概率极低的事情，在日常会话和作文中常用“めったに～ない”表达稀有性。</li><li>关于“当たる”发音为“あたる”，切勿与“あだる”弄混，部分TTS会误读。</li></ol>,[sound:jlpt_vocabulary_in_sentence_当たる.mp3]
あちこち,各处,休日にあちこちへ出かけました。,假日里去了各处。,<ruby>休日<rt>きゅうじつ</rt></ruby>に<ruby>あちこち<rt>あちこち</rt></ruby>へ<ruby>出かけました<rt>でかけました</rt></ruby>。,<ol><li>休日（きゅうじつ）：假日、休息日。</li><li>あちこち：表示“到处”“各个地方”，常用于表达去过许多地方或者事物分散在多个地方。</li><li>～へ：助词，表示移动的方向或目的地。</li><li>出かけました（でかけました）：动词“出かける”过去式，表示“出门了”“去了”。</li><li>“あちこち”也可以写作“彼方此方”，多用于口语，读音始终为あちこち，不受汉字影响。</li></ol>,[sound:jlpt_vocabulary_in_sentence_あちこち.mp3]
