Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
以外,以外，之外,彼以外は誰も来ませんでした。,除了他以外，谁都没有来。,<ruby>彼<rt>かれ</rt></ruby><ruby>以外<rt>いがい</rt></ruby>は<ruby>誰も<rt>だれも</rt></ruby><ruby>来ませんでした<rt>きませんでした</rt></ruby>。,<ol><li>単词解释：<ul><li>彼（かれ）：他</li><li>以外（いがい）：以外、除了……之外</li><li>は：提示助词，表示主题</li><li>誰も（だれも）：谁都（此处与否定连用时表示“谁都不”）</li><li>来ませんでした（きませんでした）：没来（「来る」的过去否定形式）</li></ul></li><li>语法说明：<ul><li>「A以外はB」：除A之外B，一般「以外」接名词，后加「は」突出排除其他对象。</li><li>「誰も～ません」：与否定动词连用，表示“谁都不……”</li></ul></li></ol>,[sound:jlpt_vocabulary_in_sentence_以外.mp3]
済む,结束，解决,問題が無事に済みました。,问题顺利解决了。,<ruby>問題<rt>もんだい</rt></ruby>が<ruby>無事<rt>ぶじ</rt></ruby>に<ruby>済みました<rt>すみました</rt></ruby>。,<ol><li>問題（もんだい）：问题。</li><li>が：主格助词，表示主语“问题”。</li><li>無事（ぶじ）：顺利、平安。</li><li>に：副词化助词，将“无事”修饰下文动词。</li><li>済みました（すみました）：动词“済む”的敬体过去式，表示事情已经“结束/解决”。</li><li>“済む”常用于事情、问题得到圆满处理时，表达“结束”、“解决”的含义。</li><li>“無事に済む”是固定搭配，指“不出意外地结束/解决”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_済む.mp3]
ハンバーグ,汉堡排,夕飯にハンバーグを作りました。,晚饭做了汉堡排。,<ruby>夕飯<rt>ゆうはん</rt></ruby>にハンバーグを<ruby>作りました<rt>つくりました</rt></ruby>。,<ol><li>夕飯（ゆうはん）：指晚饭。</li><li>ハンバーグ：汉堡排，是日本式的肉饼料理，和汉堡包（ハンバーガー）不同。</li><li>を：助词，表示动作的对象。</li><li>作りました（つくりました）：动词「作る」的过去式，表示已经制作完成。</li><li>语法：动词过去式ました表示礼貌、完成的动作。</li><li>文化补充：日本的『ハンバーグ』一般用牛肉或猪肉糜制作，不夹面包片，常与酱汁一同食用。</li></ol>,[sound:jlpt_vocabulary_in_sentence_ハンバーグ.mp3]
市,城市,この市は静かで住みやすいです。,这个城市很安静，适合居住。,<ruby>この<rt>この</rt></ruby><ruby>市<rt>し</rt></ruby>は<ruby>静か<rt>しずか</rt></ruby>で<ruby>住みやすい<rt>すみやすい</rt></ruby>です。,<ol><li>この：连体词，表示“这个”。</li><li>市（し）：城市、市级行政单位。</li><li>静か（しずか）：形容动词，表示“安静”。</li><li>で：形容动词“静か”的て形，连接后句。</li><li>住みやすい（すみやすい）：动词“住む”（すむ）与“やすい”（易于、容易）组成的复合形容词，表示“易于居住”。</li><li>です：礼貌句末助动词。</li><li>主格助词“は”用于提示主语“市”。</li><li>语法点：“AでB”结构，表示A的性质对B有影响，本句为“安静且适合居住”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_市.mp3]
引き出し,抽屉,机の引き出しに手紙があります。,桌子的抽屉里有封信。,<ruby>机<rt>つくえ</rt></ruby>の<ruby>引き出し<rt>ひきだし</rt></ruby>に<ruby>手紙<rt>てがみ</rt></ruby>が<ruby>あります<rt>あります</rt></ruby>。,<ol><li>机（つくえ）：桌子。</li><li>引き出し（ひきだし）：抽屉。本句为名词用法，指桌子的抽屉，可引申为“储备”等含义。</li><li>に：助词，表示动作或状态的存在地点。</li><li>手紙（てがみ）：信、信件。</li><li>が：主语助词，提示存在的主体。</li><li>あります：表示物体存在，一般用于无生命物体。</li><li>语法：句型“〜に〜があります”，用于表示某地有某物。需要注意“あります”只用于无生命物体或静物。</li></ol>,[sound:jlpt_vocabulary_in_sentence_引き出し.mp3]
遊び,玩耍,子供たちは公園で遊びます。,孩子们在公园里玩耍。,<ruby>子供たち<rt>こどもたち</rt></ruby>は<ruby>公園<rt>こうえん</rt></ruby>で<ruby>遊びます<rt>あそびます</rt></ruby>。,<ol><li>子供たち（こどもたち）：孩子们。「たち」表示复数。</li><li>は：主语助词，提示主语。</li><li>公園（こうえん）：公园。</li><li>で：地点助词，表示动作发生的场所。</li><li>遊びます（あそびます）：「遊ぶ」（あそぶ）的敬体形式，意为玩耍。</li><li>语法结构：「〜で〜ます」表示“在～做～”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_遊び.mp3]
支度,准备,朝の支度を急いでいます。,我正在赶紧做早上的准备。,<ruby>朝<rt>あさ</rt></ruby>の<ruby>支度<rt>したく</rt></ruby>を<ruby>急いで<rt>いそいで</rt></ruby><ruby>います<rt>います</rt></ruby>。,<ol><li>朝（あさ）：早晨、早上。</li><li>支度（したく）：指的是事前的准备、整理。</li><li>を：宾格助词，表示动作的对象。</li><li>急いで（いそいで）：动词急ぐ（いそぐ）的て形，表示正在匆忙、着急地进行某事。</li><li>います：表示正在进行，表明动作仍在持续。</li><li>语法点：动词て形＋います，表示某个动作正在进行或某种状态的持续。</li></ol>,[sound:jlpt_vocabulary_in_sentence_支度.mp3]
～始める,开始做…,雨が急に降り始めました。,雨突然开始下了起来。,<ruby>雨<rt>あめ</rt></ruby>が<ruby>急に<rt>きゅうに</rt></ruby><ruby>降り<rt>ふり</rt></ruby><ruby>始めました<rt>はじめました</rt></ruby>。,<ol><li>「～始める（はじめる）」：表示动作或状态从某一时刻开始持续下去。接在动词连用形后，如「降り始める」（开始下），表示“开始做……”的意思。</li><li>「急に」：副词，意为“突然”。用来修饰动词，强调变化发生得突然。</li><li>动词「降り始めました」为「降り始める」的礼貌过去式，「ました」表示过去已发生。</li></ol>,[sound:jlpt_vocabulary_in_sentence_～始める.mp3]
見える,看得见,山が遠くに見える。,远处可以看见山。,<ruby>山<rt>やま</rt></ruby>が<ruby>遠く<rt>とおく</rt></ruby>に<ruby>見える<rt>みえる</rt></ruby>。,<ol><li>山（やま）：山。</li><li>が：主语助词，用于提示句子的主语。</li><li>遠く（とおく）：副词，表示距离远。</li><li>に：表示动作指向或位置的助词。</li><li>見える（みえる）：动词，意思是“看得见”，表示不依靠主观意愿自然进入视野，与能愿形式不同。</li><li>句法说明：“名词+が+見える”表示“能看见某物”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_見える.mp3]
十分,非常,今日は十分に休みました。,今天充分休息了。,<ruby>今日<rt>きょう</rt></ruby>は<ruby>十分<rt>じゅうぶん</rt></ruby>に<ruby>休みました<rt>やすみました</rt></ruby>。,<ol><li>今日（きょう）：今天。</li><li>は：主题助词，表示“是……”。</li><li>十分（じゅうぶん）：足够，充分；作为副词，表示“非常地、完全地”。</li><li>に：副词后接助词，标明副词修饰动词。</li><li>休みました（やすみました）：休み（やすみ，休息）的敬体过去式。</li><li>本句语法结构为“～は～に～しました”，表示“……已充分……”。副词「十分に」常用来修饰动词，表达程度充足。</li></ol>,[sound:jlpt_vocabulary_in_sentence_十分.mp3]
音,声音,鳥の音が朝に聞こえる。,早晨能听到鸟的声音。,<ruby>鳥<rt>とり</rt></ruby>の<ruby>音<rt>おと</rt></ruby>が<ruby>朝<rt>あさ</rt></ruby>に<ruby>聞こえる<rt>きこえる</rt></ruby>。,"<ol><li>鳥（とり）：鸟。</li><li>の：表示所属关系的助词。</li><li>音（おと）：声音的意思，常用于具象、自然界的声音（与""声""区分）。</li><li>が：主格助词，提示主语。</li><li>朝（あさ）：早晨，名词。</li><li>に：表示时间点的助词。</li><li>聞こえる（きこえる）：自动词，表示""能听到""（自然而然地听到，不是主动去听）。</li><li>句末用「。」是日语的规范写法。</li><li>日语中「音（おと）」指自然界、物体发出的声音，如鸟鸣、风声，而「声（こえ）」多指人或动物发出的声音，如说话声。</li></ol>",[sound:jlpt_vocabulary_in_sentence_音.mp3]
きっと,一定，必定,きっと雨が降りますよ。,一定会下雨。,<ruby>きっと<rt>きっと</rt></ruby><ruby>雨<rt>あめ</rt></ruby>が<ruby>降ります<rt>ふります</rt></ruby>よ。,<ol><li>きっと：副词，表示说话人有很强的确信，意思为“一定、必定”。</li><li>雨（あめ）：名词，指“雨”。</li><li>が：标明主语的助词。</li><li>降ります（ふります）：动词“降る”的ます形，表示“下（雨、雪等）”。</li><li>よ：语气助词，用于强调句子内容，表达向对方传达信息的心情。</li><li>“きっと”常用于表达主观强烈的推测，与“たぶん（大概、也许）”的程度不同，语气更为肯定。</li></ol>,[sound:jlpt_vocabulary_in_sentence_きっと.mp3]
まず,首先,まずは自己紹介をお願いします。,首先请做一下自我介绍。,<ruby>まず<rt>まず</rt></ruby>は<ruby>自己紹介<rt>じこしょうかい</rt></ruby>を<ruby>お願いします<rt>おねがいします</rt></ruby>。,<ol><li>まず：副词，意为“首先”，用于顺序表达，表明优先进行某事。</li><li>自己紹介（じこしょうかい）：名词，意为“自我介绍”。</li><li>お願いします（おねがいします）：动词形式，用于表达请求、拜托的客气说法。</li><li>“は”是主题助词，标记话题。“を”是宾语助词，标记动作的对象。</li><li>文化背景：日本社交场合常以“まずは自己紹介”开场，自我介绍是交流礼仪。</li></ol>,[sound:jlpt_vocabulary_in_sentence_まず.mp3]
遠く,远方,彼は遠くを見つめていました。,他凝视着远方。,<ruby>彼は<rt>かれは</rt></ruby><ruby>遠く<rt>とおく</rt></ruby><ruby>を<rt>を</rt></ruby><ruby>見つめて<rt>みつめて</rt></ruby><ruby>いました<rt>いました</rt></ruby>。,<ol><li>彼（かれ）：指“他”，用于第三人称男性。</li><li>遠く（とおく）：名词/副词，意为“远方、很远”。此处表示空间的距离远。</li><li>を：宾格助词，表示动作的对象。</li><li>見つめていました（みつめていました）：动词“見つめる”（凝视）的て形加“いる”构成进行时，表示动作正在进行或持续，ここ是过去进行时。</li><li>语法知识：“～ている”形用于表示动作的进行、持续或结果状态。</li></ol>,[sound:jlpt_vocabulary_in_sentence_遠く.mp3]
大体,大致、基本,計画は大体できています。,计划基本已经完成了。,<ruby>計画<rt>けいかく</rt></ruby>は<ruby>大体<rt>だいたい</rt></ruby><ruby>できています<rt>できています</rt></ruby>。,<ol><li>計画（けいかく）：名词，意思是计划。</li><li>は：主题助词，标记主语。</li><li>大体（だいたい）：副词，表示大致、基本上。</li><li>できています：动词できる（完成、做好）的ている形，表示某动作已经完成持续到现在。</li><li>句子结构为“主语＋は＋副词＋动词”，表达“……已经大致完成”的意思。</li></ol>,[sound:jlpt_vocabulary_in_sentence_大体.mp3]
折れる,折断、弯曲,木の枝が風で折れることがあります。,树枝有时会被风折断。,<ruby>木<rt>き</rt></ruby>の<ruby>枝<rt>えだ</rt></ruby>が<ruby>風<rt>かぜ</rt></ruby>で<ruby>折れる<rt>おれる</rt></ruby>ことが<ruby>あります<rt>あります</rt></ruby>。,<ol><li>木（き）：树，木头。枝（えだ）：树枝。</li><li>～が～で：表示因某种原因导致情况发生。这里“風で”表示“因为风”。</li><li>折れる（おれる）：自动词，表示物体因外力而弯曲或断裂。</li><li>ことがある：用于表达“有时会发生”的意思。</li></ol>,[sound:jlpt_vocabulary_in_sentence_折れる.mp3]
正しい,正确的,正しい答えを選びましょう。,请选择正确的答案。,<ruby>正しい<rt>ただしい</rt></ruby><ruby>答え<rt>こたえ</rt></ruby>を<ruby>選びましょう<rt>えらびましょう</rt></ruby>。,<ol><li>正しい（ただしい）：意思是“正确的、正当的”，常形容判断、回答或行为。</li><li>答え（こたえ）：意思是“回答”或“答案”。</li><li>～を：助词“を”表示动作的对象。</li><li>選びましょう（えらびましょう）：动词“選ぶ（选择）”的～ましょう形，用来号召或建议一起做某事，意思是“让我们选择吧”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_正しい.mp3]
輸入,输入,この欄に名前を輸入してください。,请在这栏输入名字。,<ruby>この<rt>この</rt></ruby><ruby>欄<rt>らん</rt></ruby><ruby>に<rt>に</rt></ruby><ruby>名前<rt>なまえ</rt></ruby><ruby>を<rt>を</rt></ruby><ruby>輸入<rt>ゆにゅう</rt></ruby><ruby>して<rt>して</rt></ruby><ruby>ください<rt>ください</rt></ruby>。,<ol><li>この：指示词，意思是“这个”。</li><li>欄（らん）：指表格、填写项中的栏目。</li><li>に：格助词，表示动作的目的地或对象（“在……”）。</li><li>名前（なまえ）：名字。</li><li>を：助词，表示宾语。</li><li>輸入（ゆにゅう）：原意为“进口”，在电脑术语中指“输入（input）”。</li><li>して：动词“する”的て形，表示动作的连接。</li><li>ください：礼貌的请求表达，相当于中文“请……”。</li><li>「～してください」：请求别人做某事的常用礼貌表达。</li><li>日本在日常生活或填写网页表单时，常用「輸入」表示电脑或设备上的“输入”操作。</li></ol>,[sound:jlpt_vocabulary_in_sentence_輸入.mp3]
返事,回复,先生から返事が来ました。,老师回复了。,<ruby>先生<rt>せんせい</rt></ruby>から<ruby>返事<rt>へんじ</rt></ruby>が<ruby>来ました<rt>きました</rt></ruby>。,<ol><li>先生（せんせい）：老师。</li><li>から：表示动作的起点，这里指“从老师那儿”。</li><li>返事（へんじ）：回信、回复、答复。</li><li>が：主语标志，标明“返事”为主语。</li><li>来ました（きました）：“来る（くる）”的过去时，表示“来了”或“来过”。</li><li>语法说明：から后接给出信息的来源；动词ます形转为ました表示过去发生的动作。</li></ol>,[sound:jlpt_vocabulary_in_sentence_返事.mp3]
都,首都,東京は日本の都です。,东京是日本的首都。,<ruby>東京<rt>とうきょう</rt></ruby>は<ruby>日本<rt>にほん</rt></ruby>の<ruby>都<rt>みやこ</rt></ruby>です。,<ol><li>東京（とうきょう）：日本的首都，地名。</li><li>は：主题助词，表示主题或主语。</li><li>日本（にほん）：国家名，日本。</li><li>の：连接名词，表示所属关系，类似汉语“的”。</li><li>都（みやこ）：这里指“首都”，也有“古都”“城市”之意。</li><li>です：礼貌体的判断词，断定句尾。</li><li>本句型“～は～です”是最基础的判断句结构，常用于介绍和说明。</li></ol>,[sound:jlpt_vocabulary_in_sentence_都.mp3]
産業,产业,この町は産業が発展しています。,这个小镇的产业正在发展。,<ruby>この<rt>この</rt></ruby><ruby>町<rt>まち</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>産業<rt>さんぎょう</rt></ruby><ruby>が<rt>が</rt></ruby><ruby>発展<rt>はってん</rt></ruby><ruby>して<rt>して</rt></ruby><ruby>います<rt>います</rt></ruby>。,<ol><li>この：指示词，表示“这个”。</li><li>町（まち）：名词，意思是“小镇、城镇”。</li><li>は：助词，提示主语。</li><li>産業（さんぎょう）：名词，意为“产业”。</li><li>が：助词，主格助词，连接主语和谓语。</li><li>発展（はってん）：名词，意为“发展”，这里用作动词“正在发展”。</li><li>しています：”する“的ている形式，表示动作正在进行。“発展しています”是固定搭配，表示“正在发展”。</li><li>句子结构采用「主语は+名词が+动词」格式，强调主语地区内某方面的发展，是日语中特有的表达方式。</li></ol>,[sound:jlpt_vocabulary_in_sentence_産業.mp3]
伝える,传达,先生に気持ちを伝えるのは難しいです。,把心情传达给老师很难。,<ruby>先生<rt>せんせい</rt></ruby>に<ruby>気持ち<rt>きもち</rt></ruby>を<ruby>伝える<rt>つたえる</rt></ruby>のは<ruby>難しい<rt>むずかしい</rt></ruby>です,<ol><li>先生（せんせい）：老师。</li><li>気持ち（きもち）：心情、情感。</li><li>を：宾语助词，表示动作的对象。</li><li>伝える（つたえる）：传达、转告、表达。</li><li>のは：将前面的动词短语（传达心情）名词化，作为“难しい”的主语。</li><li>難しい（むずかしい）：难，不容易。</li><li>です：表示礼貌的句尾。</li><li>语法点：“～のは～です”结构把动词短语名词化后作为主语；“～に～を伝える”用于“把[东西]传达给[对象]”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_伝える.mp3]
お金持ち,有钱人,彼はお金持ちなので高い車を買いました。,因为他是有钱人，所以买了昂贵的车。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>お金持ち<rt>おかねもち</rt></ruby>なので<ruby>高い<rt>たかい</rt></ruby><ruby>車<rt>くるま</rt></ruby>を<ruby>買いました<rt>かいました</rt></ruby>。,<ol><li>彼（かれ）：他，代指男性。</li><li>お金持ち（おかねもち）：有钱人，有钱的意思，是「お金」（钱）加上表示持有状态的「持ち」。常用作名词，带有敬语前缀「お」。</li><li>なので：表示原因，相当于“因为……所以”，前接名词或な形容词。</li><li>高い（たかい）：高的、贵的，这里指价格贵。</li><li>車（くるま）：车。</li><li>を：宾格助词，标明动作对象。</li><li>買いました（かいました）：「買う」（买）的礼貌过去式。</li><li>句型解释：「なので」前的内容是原因，后面是结果；表示逻辑因果关系。</li></ol>,[sound:jlpt_vocabulary_in_sentence_お金持ち.mp3]
説明,说明,先生が新しい規則を説明しました。,老师说明了新规定。,<ruby>先生<rt>せんせい</rt></ruby><ruby>が<rt>が</rt></ruby><ruby>新しい<rt>あたらしい</rt></ruby><ruby>規則<rt>きそく</rt></ruby><ruby>を<rt>を</rt></ruby><ruby>説明<rt>せつめい</rt></ruby><ruby>しました<rt>しました</rt></ruby>。,<ol><li>先生（せんせい）：老师。</li><li>新しい（あたらしい）：新的。</li><li>規則（きそく）：规定、规则。</li><li>説明（せつめい）：说明、解释。</li><li>しました：动词「する」的过去式「しました」，表示“做了……”。</li><li>语法：「を」是宾语助词，标明动作的对象。「が」是主语助词，标明句子的主语。「説明しました」表示“说明了”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_説明.mp3]
島,岛,その島には珍しい動物が住んでいます。,那个岛上住着稀有的动物。,その<ruby>島<rt>しま</rt></ruby>には<ruby>珍しい<rt>めずらしい</rt></ruby><ruby>動物<rt>どうぶつ</rt></ruby>が<ruby>住んでいます<rt>すんでいます</rt></ruby>。,<ol><li>その：指示词，表示靠近对方的事物，译为“那个”。</li><li>島（しま）：汉字词，意思是“岛屿”。</li><li>には：格助词“に”表示存在的位置，“は”是主题助词强调该处。</li><li>珍しい（めずらしい）：形容词，意思是“稀有的，罕见的”。</li><li>動物（どうぶつ）：名词，指“动物”。</li><li>が：主语助词，表示主语。</li><li>住んでいます（すんでいます）：动词住む的ている形，表示正在居住。</li><li>语法点：“〜に〜がいます/あります”结构表示某地有生物/无生命物体。本句用“住んでいます”强调居住的状态。</li></ol>,[sound:jlpt_vocabulary_in_sentence_島.mp3]
道具,道具，工具,演劇では道具が重要です。,在戏剧中，道具很重要。,<ruby>演劇<rt>えんげき</rt></ruby>では<ruby>道具<rt>どうぐ</rt></ruby>が<ruby>重要<rt>じゅうよう</rt></ruby>です。,<ol><li>演劇（えんげき）：戏剧、演出。</li><li>では：助词，表示在某种情况下、领域里。</li><li>道具（どうぐ）：工具、道具，这里指舞台表演时所用的物品。</li><li>が：主语助词，提示主语“道具”。</li><li>重要（じゅうよう）：重要的。</li><li>です：礼貌结句。</li><li>本句语法结构是“AではBがCです”，即“在A中，B很C”。</li><li>日本戏剧（如歌舞伎）对道具有特殊讲究，常用各类精致的道具辅助表演。</li></ol>,[sound:jlpt_vocabulary_in_sentence_道具.mp3]
滑る,滑倒,朝の道で滑ることが多いです。,早上的路上经常会滑倒。,<ruby>朝<rt>あさ</rt></ruby>の<ruby>道<rt>みち</rt></ruby>で<ruby>滑る<rt>すべる</rt></ruby>ことが<ruby>多い<rt>おおい</rt></ruby>です,<ol><li>滑る（すべる）：表示“滑倒，打滑”，是五段动词。</li><li>「ことが多い」：用于表达“经常发生某事”。「こと」将前面的动词名词化，「が多い」表示频率高。</li><li>助词「で」：表示动作发生的场所，比如“在路上”。</li><li>日本冬季早晨，道路可能结霜结冰，所以滑倒事故多。</li></ol>,[sound:jlpt_vocabulary_in_sentence_滑る.mp3]
それほど,那么、那么地,この映画はそれほど面白くなかった。,这部电影并没有那么有趣。,<ruby>この<rt>この</rt></ruby><ruby>映画<rt>えいが</rt></ruby>は<ruby>それほど<rt>それほど</rt></ruby><ruby>面白く<rt>おもしろく</rt></ruby><ruby>なかった<rt>なかった</rt></ruby>。,<ol><li>それほど：副词，表示程度，并不如想象中或话题中提及的那样，意思为“那么”、“那样”。</li><li>面白くなかった：形容词面白い（有趣的）的否定形，用于表达“没那么有趣”。形容词连用变成「面白く」后加「ない」的过去式。</li><li>は：提示助词，表示主语或话题。此句中强调“这部电影”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_それほど.mp3]
以上,以上，上面,会議はこれで以上です。,会议到此为止。,<ruby>会議<rt>かいぎ</rt></ruby>は<ruby>これで<rt>これで</rt></ruby><ruby>以上<rt>いじょう</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>会議（かいぎ）：会议。</li><li>は：主题助词，表示主语。</li><li>これで：表示“到此、至此”。</li><li>以上（いじょう）：本句中表示“到此为止、结束”，也可用于表示数量上的“以上、...及以上”。</li><li>です：表示判断，礼貌语气。</li><li>本句的结构为「主题+は+范围+で+以上+です」，常用于宣布会议等的结束。日本人在正式场合常用“これで以上です”或“本日はこれで終了します”等表达会议结束，体现礼貌和正式性。</li></ol>,[sound:jlpt_vocabulary_in_sentence_以上.mp3]
～まま,保持原状,電気をつけたまま寝ました。,开着灯睡着了。,<ruby>電気<rt>でんき</rt></ruby>をつけたまま<ruby>寝ました<rt>ねました</rt></ruby>。,<ol><li>電気（でんき）：表示“电”，这里指电灯。</li><li>を：宾语助词，标示动作的对象。</li><li>つけた：动词「つける」（开，点）的过去形，表示“打开了”。</li><li>まま：接在动词た形或名词后，表示某个状态保持不变。“～たまま”就是“保持……的状态”。</li><li>寝ました（ねました）：动词「寝る」的过去式，表示“睡觉了”。</li><li>语法：“～たまま”表示动作的结果或状态没有改变，后续动作直接发生。</li></ol>,[sound:jlpt_vocabulary_in_sentence_～まま.mp3]
特急,特快列车,私は特急に乗って大阪へ行きます。,我乘坐特快列车去大阪。,<ruby>私<rt>わたし</rt></ruby>は<ruby>特急<rt>とっきゅう</rt></ruby>に<ruby>乗って<rt>のって</rt></ruby><ruby>大阪<rt>おおさか</rt></ruby>へ<ruby>行きます<rt>いきます</rt></ruby>。,<ol><li>私（わたし）：第一人称，意为“我”。</li><li>特急（とっきゅう）：特快列车，日本铁路中的一种特快列车种类，停靠站较少，速度较快，常用于长距离移动。</li><li>に：格助词，表示动作的目的地，相当于中文“到、去”。</li><li>乗って（のって）：动词“乗る（のる）”的て形，表示搭乘交通工具。</li><li>大阪（おおさか）：日本地名，大阪市。</li><li>へ：助词，表方向，相当于“到、向”。</li><li>行きます（いきます）：动词“行く（いく）”的礼貌形，意为“去”。</li><li>语法：整个句子的结构为「主语は 交通工具に乗って 目的地へ 行きます」，用于表达“乘坐某交通工具去某地”。</li><li>文化补充：在日本，“特急”列车比“急行”和“普通”列车速度更快，通常需要额外购买特急券。</li></ol>,[sound:jlpt_vocabulary_in_sentence_特急.mp3]
プレゼント,礼物,彼は母にプレゼントをあげました。,他给了妈妈礼物。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>母<rt>はは</rt></ruby>にプレゼントを<ruby>あげました<rt>あげました</rt></ruby>。,"<ol><li>彼（かれ）：他，第三人称男性代词。</li><li>母（はは）：母亲，用于称呼自己的母亲。</li><li>に：表示动作的接收对象，这里指""给母亲""。</li><li>プレゼント：礼物，外来语，来自英文“present”。</li><li>を：宾格助词，标记动作对象，这里表示“送礼物”。</li><li>あげました（あげる的敬体过去式）：给予，用于说“我给别人”或“某人给别人”。</li><li>语法：“AはBにCをあげる”表示A把C给B。</li></ol>",[sound:jlpt_vocabulary_in_sentence_プレゼント.mp3]
～(に) よると,根据…,天気予報によると明日は雨です。,根据天气预报，明天会下雨。,<ruby>天気<rt>てんき</rt></ruby><ruby>予報<rt>よほう</rt></ruby><ruby>によると<rt>によると</rt></ruby><ruby>明日<rt>あした</rt></ruby>は<ruby>雨<rt>あめ</rt></ruby>です。,<ol><li>天気（てんき）：天气。</li><li>予報（よほう）：预报。</li><li>によると：表示信息的依据，意为“根据……”。常用来引出传闻、消息来源。</li><li>明日（あした）：明天。</li><li>は：提示助词。</li><li>雨（あめ）：雨。</li><li>です：礼貌结句助动词。</li><li>句型“～によると”常用于传达从第三方获得的信息，后续多为推测、传闻、间接消息。“ます形”或名词接“によると”时需注意句意为来源的说明。</li></ol>,[sound:jlpt_vocabulary_in_sentence_～(に) よると.mp3]
妻,妻子,私の妻は医者です。,我的妻子是医生。,<ruby>私<rt>わたし</rt></ruby>の<ruby>妻<rt>つま</rt></ruby>は<ruby>医者<rt>いしゃ</rt></ruby>です。,<ol><li>私（わたし）：第一人称，表示“我”。</li><li>の：表示所属关系，相当于中文的“的”。</li><li>妻（つま）：意思为“妻子”，用于指自己的配偶，口语也可用「家内（かない）」「奥さん（おくさん）」等称呼，注意用于称呼别人时要用敬语。</li><li>は：主题助词，标明主语。</li><li>医者（いしゃ）：名词，表示“医生”。</li><li>です：敬体判断句结尾，表示礼貌语气。</li><li>本句语法结构为「AのBはCです」，即“A的B是C”。常被用来介绍自己的家人、身份等。</li></ol>,[sound:jlpt_vocabulary_in_sentence_妻.mp3]
帰り,回家，归途,仕事の帰りに本屋へ寄りました。,下班回家的路上顺便去了书店。,<ruby>仕事<rt>しごと</rt></ruby>の<ruby>帰り<rt>かえり</rt></ruby>に<ruby>本屋<rt>ほんや</rt></ruby>へ<ruby>寄りました<rt>よりました</rt></ruby>。,<ol><li>仕事（しごと）：工作。</li><li>の：表示前项为后项的修饰语，类似“的”。</li><li>帰り（かえり）：回去、归途，这里表示“回家的路上”。</li><li>に：表示动作发生的时间或场所，这里表示“在……的时候”。</li><li>本屋（ほんや）：书店。</li><li>へ：表示方向，类似“去……”。</li><li>寄りました（よりました）：动词“寄る”（顺便去、靠近）的过去式敬体。</li><li>语法说明：本句结构为“（名词）的帰りに”，表示在某个活动结束、回去的途中进行另一项行为，常见口语表达。</li></ol>,[sound:jlpt_vocabulary_in_sentence_帰り.mp3]
具合,情况，状态,今日は体の具合が良くないです。,今天身体状况不好。,<ruby>今日は<rt>きょうは</rt></ruby><ruby>体<rt>からだ</rt></ruby>の<ruby>具合<rt>ぐあい</rt></ruby>が<ruby>良くない<rt>よくない</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>今日は（きょうは）：今天。「は」为主题助词，表示句子的主题。</li><li>体（からだ）：名词，身体。</li><li>の：连接名词的助词，表示修饰关系，「体の具合」意为“身体的状况”。</li><li>具合（ぐあい）：名词，指身体、机械等的“情况、状态”。</li><li>が：主语标记助词，指出「具合」为主要说明对象。</li><li>良くない（よくない）：「良い」（好）的否定形式，表示“不好”。</li><li>です：礼貌句尾助动词，使句子更礼貌。</li><li>语法知识：本句是典型的日语“主题-说明”结构，「AのB」结构用来表达“A的B”；形容词否定+です表达“……不好”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_具合.mp3]
堅; 硬; 固い,坚硬的,このパンはとても固いですね。,这个面包真的很硬啊。,<ruby>この<rt>この</rt></ruby><ruby>パン<rt>ぱん</rt></ruby>は<ruby>とても<rt>とても</rt></ruby><ruby>固い<rt>かたい</rt></ruby><ruby>ですね<rt>ですね</rt></ruby>。,<ol><li>この：指示词，意思是“这个”。</li><li>パン（ぱん）：名词，意为“面包”。属于外来语。</li><li>は：主题助词，表示前面的内容为句子的主题。</li><li>とても：副词，表示程度上的“很、非常”。</li><li>固い（かたい）：形容词，意思是“坚硬的”。可用于描述物体的质地。</li><li>ですね：常用于句末的表达，起到感叹、确认语气的作用。</li><li>整个句子结构为“主语+は+形容词+ですね”，属于敬体表达。</li></ol>,[sound:jlpt_vocabulary_in_sentence_堅; 硬; 固い.mp3]
