Japanese,Chinese,Example_JP,Example_CN,Example_Furigana,Grammar_Notes,Audio_Path
どうぞ,请、请用,どうぞこちらの席に座ってください。,请坐这里的位子。,<ruby>どうぞ<rt>どうぞ</rt></ruby><ruby>こちら<rt>こちら</rt></ruby>の<ruby>席<rt>せき</rt></ruby>に<ruby>座って<rt>すわって</rt></ruby><ruby>ください<rt>ください</rt></ruby>。,<ol><li>「どうぞ」是一个副词，表示“请”、“请用”，用于礼貌地邀请别人做某事或表示允许。</li><li>「こちら」指示代词，意思是“这边”或“这里”，用于指示方向或位置。</li><li>「の」是格助词，连接名词，表示所属关系，这里连接「こちら」和「席」。</li><li>「席（せき）」表示“座位、位子”。</li><li>「に」是表示动作目的地的助词，表示“到……去”。</li><li>「座ってください」是动词「座る（すわる）」的て形加上礼貌请求形式「ください」，表示“请坐”。</li><li>整句礼貌地邀请对方坐下，体现日本文化中的礼貌和尊重。</li></ol>,[sound:jlpt_vocabulary_in_sentence_どうぞ.mp3]
動物,动物,動物は森にたくさんいます。,动物在森林里有很多。,<ruby>動物<rt>どうぶつ</rt></ruby>は<ruby>森<rt>もり</rt></ruby>に<ruby>たくさん<rt>たくさん</rt></ruby><ruby>います<rt>います</rt></ruby>。,<ol><li>「動物（どうぶつ）」：名词，表示“动物”。</li><li>「は」是主题助词，标示句子的主题，强调「動物」。</li><li>「森（もり）に」表示动作或存在的地点，助词「に」用于表示具体的位置。</li><li>「たくさん」是副词，表示“许多、很多”。</li><li>「います」是动词「いる」的敬体形式，用于表示有生命的东西（人或动物）的存在。</li><li>本句表示“动物在森林中有很多”，是描述存在的基础句型，常用于表达某物或生物的数量和所在位置。</li></ol>,[sound:jlpt_vocabulary_in_sentence_動物.mp3]
どうも,非常,どうもありがとうございます。,非常感谢您。,<ruby>どうも<rt>どうも</rt></ruby><ruby>ありがとう<rt>ありがとう</rt></ruby><ruby>ございます<rt>ございます</rt></ruby>。,<ol><li>「どうも」是日语中表达感谢、道歉或感叹时使用的副词，有“非常”、“很”的意思，用来加强语气。</li><li>句中「ありがとうございます」是「ありがとう」的敬语形式「ありがとうございます」，用于表达“非常感谢”。句子整体表达了对帮助或恩惠的深深感谢。</li></ol>,[sound:jlpt_vocabulary_in_sentence_どうも.mp3]
遠い,远的,彼の家は遠い場所にあります。,他的家在远的地方。,<ruby>彼<rt>かれ</rt></ruby>の<ruby>家<rt>いえ</rt></ruby>は<ruby>遠い<rt>とおい</rt></ruby><ruby>場所<rt>ばしょ</rt></ruby>に<ruby>あります<rt>あります</rt></ruby>。,<ol><li>「遠い（とおい）」是形容词，表示距离远，常用来描述空间上的距离，也可以引申形容时间或程度的遥远。</li><li>句中的「場所（ばしょ）」意为“地方、场所”，“に”表示存在的地点格助词，而「あります」是动词“有，存在”的礼貌形，整体表示某物或某人存在于远处的某地。</li></ol>,[sound:jlpt_vocabulary_in_sentence_遠い.mp3]
十日,十日，十号,彼の誕生日は十日です。,他的生日是十号。,<ruby>彼<rt>かれ</rt></ruby>の<ruby>誕生日<rt>たんじょうび</rt></ruby>は<ruby>十日<rt>とおか</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>「十日」表示日期中的第十天，读作「とおか」。在日语中，日付（日期）有固定的读法，1日至10日和14日、20日、24日有特别的读法，需要记忆。</li><li>句中「は」是提示主题的助词，指明话题即“彼の誕生日（他的生日）”。</li><li>「です」是丁宁语气的终止词，表示断定，礼貌形式。</li></ol>,[sound:jlpt_vocabulary_in_sentence_十日.mp3]
時々,有时,私は時々映画を見ます。,我有时看电影。,<ruby>私<rt>わたし</rt></ruby>は<ruby>時々<rt>ときどき</rt></ruby><ruby>映画<rt>えいが</rt></ruby>を<ruby>見ます<rt>みます</rt></ruby>。,<ol><li>「時々（ときどき）」表示频率，意思是“有时、时常、偶尔”。用来说明动作或状态不定期发生。</li><li>句中「私（わたし）は」为主题标记助词，表示陈述话题。</li><li>「映画を見ます（えいがをみます）」是“看电影”的意思。其中助词「を」表示动作的直接对象。</li></ol>,[sound:jlpt_vocabulary_in_sentence_時々.mp3]
時計,时钟,新しい時計を買いました。,买了新的时钟。,<ruby>新しい<rt>あたらしい</rt></ruby><ruby>時計<rt>とけい</rt></ruby>を<ruby>買いました<rt>かいました</rt></ruby>。,<ol><li>「時計（とけい）」是表示计时用具的名词，常指手表、挂钟等。</li><li>「新しい（あたらしい）」是形容词，表示新的。</li><li>助词「を」用于连接及物动词，表示动作的对象，这里连接「買いました」说明买的东西是“時計”。</li><li>动词「買いました（かいました）」是「買う」的过去、礼貌形，表示“买了”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_時計.mp3]
どこ,哪里,あなたはどこに行きますか。,你要去哪里？,<ruby>あなた<rt>あなた</rt></ruby>は<ruby>どこ<rt>どこ</rt></ruby>に<ruby>行きます<rt>いきます</rt></ruby>か,<ol><li>「どこ」是疑问词，表示“哪里、哪儿”。用来询问地点。</li><li>句中「に」表示动作的方向、目的地，接在地点词后使用。</li><li>句尾的「か」表示疑问，使句子成为疑问句。</li></ol>,[sound:jlpt_vocabulary_in_sentence_どこ.mp3]
所,地方,この所は静かでいいです。,这个地方安静，很好。,<ruby>この所<rt>このところ</rt></ruby>は<ruby>静か<rt>しずか</rt></ruby>で<ruby>いい<rt>いい</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>「所（ところ）」：表示“地方”，“场所”。在这里作为名词使用，指具体或抽象的地点。</li><li>「この所（このところ）」：表示“这个地方”或“最近这段时间”，是常见的固定词组。</li><li>「は」：主题助词，表示句子的主题。</li><li>「静かで」：形容词「静か」接续助词「で」，表示原因或并列，意思是“安静且...”</li><li>「いいです」：表示状态良好，“好”的意思。</li><li>整句表达“这个地方安静，很好”，用于描述场所的环境或感觉。</li></ol>,[sound:jlpt_vocabulary_in_sentence_所.mp3]
年,年,今年は良い年になりますように。,希望今年是好年头。,<ruby>今年<rt>ことし</rt></ruby>は<ruby>良い<rt>よい</rt></ruby><ruby>年<rt>とし</rt></ruby>に<ruby>なります<rt>なります</rt></ruby><ruby>ように<rt>ように</rt></ruby>。,<ol><li>「年（とし）」表示时间上的“年”，也是常用的时间单位。</li><li>「～になります」表示变化、成为某种状态；在句中表示“成为好年”的愿望。</li><li>「ように」是表示希望或祈愿的表达，相当于中文的“希望……”。</li><li>「は」是主题助词，用于标明句子的主题，这里主题是“今年”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_年.mp3]
図書館,图书馆,図書館で本を借りました。,我在图书馆借了书。,<ruby>図書館<rt>としょかん</rt></ruby>で<ruby>本<rt>ほん</rt></ruby>を<ruby>借りました<rt>かりました</rt></ruby>。,<ol><li>図書館（としょかん）：指的是公共或学校的图书馆，是借阅书籍和学习的场所。</li><li>で：表示动作发生的场所助词，表明“在图书馆”这一地点进行借书的动作。</li><li>本（ほん）：书籍的意思，是借阅的对象。</li><li>を：宾语助词，标示动作的对象，即“本”。</li><li>借りました（かりました）：动词“借りる”的过去式，表示已经借书的动作完成。</li></ol>,[sound:jlpt_vocabulary_in_sentence_図書館.mp3]
どちら,哪一方,どちらが好きですか。,你喜欢哪一个？,<ruby>どちら<rt>どちら</rt></ruby>が<ruby>好き<rt>すき</rt></ruby><ruby>です<rt>です</rt></ruby>か。,<ol><li>「どちら」是指两者中的哪一个，用于疑问句中表示从两个选项中进行选择，相当于中文的“哪一方”或“哪一个”。</li><li>句中「が」是主格助词，标记主语。</li><li>「好きです」表示喜欢，です为礼貌形断定助动词，句末的「か」表示疑问。</li><li>这句话是日常生活中常用的询问别人偏好的表达，礼貌而简洁。</li></ol>,[sound:jlpt_vocabulary_in_sentence_どちら.mp3]
どっち,哪一个,どっちが本当ですか。,哪一个是真的？,<ruby>どっち<rt>どっち</rt></ruby>が<ruby>本当<rt>ほんとう</rt></ruby><ruby>です<rt>です</rt></ruby>か。,<ol><li>どっち：表示“哪一个”，是「どちら」的口语形态，常用于非正式场合询问选项或方向。</li><li>～が～ですか：语法结构，表示询问判断句，が为主语助词，です是判断助动词，か是疑问助词，合起来表示“是不是～？”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_どっち.mp3]
とても,非常,この映画はとても面白いです。,这部电影非常有趣。,<ruby>この<rt>この</rt></ruby><ruby>映画<rt>えいが</rt></ruby>は<ruby>とても<rt>とても</rt></ruby><ruby>面白い<rt>おもしろい</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>「とても」是副词，表示程度很高，相当于中文的“非常”“很”。常用来修饰形容词或副词，强调其程度。例如“とても面白い”（非常有趣），“とても寒い”（非常冷）。</li><li>句子结构中，“とても”修饰形容词“面白い”，使句子表达的意思更加强烈、具体。“です”是礼貌形态助动词，用于结尾表示断定和礼貌。</li></ol>,[sound:jlpt_vocabulary_in_sentence_とても.mp3]
どなた,谁（敬语）,どなたが来ましたか。,是谁来了？,<ruby>どなた<rt>どなた</rt></ruby>が<ruby>来ました<rt>きました</rt></ruby>か。,<ol><li>どなた：这是「誰(だれ)」的敬语形式，用来礼貌地询问“谁”。常用于正式场合或对陌生人、长辈时表示尊敬。</li><li>来ました（きました）：动词「来る」的过去式，表示“来了”。</li><li>が：助词，表示主语。</li><li>か：疑问助词，用于句尾表示疑问。</li></ol>,[sound:jlpt_vocabulary_in_sentence_どなた.mp3]
隣,邻居,隣の家は静かです。,邻居的家很安静。,<ruby>隣<rt>となり</rt></ruby>の<ruby>家<rt>いえ</rt></ruby>は<ruby>静か<rt>しずか</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>隣（となり）：表示空间上相邻的地方或事物，常用于描述邻近的房子、座位等。</li><li>の：表示所属关系的助词，连接「隣」和「家」，表示“邻近的家的”。</li><li>は：主题助词，标示句子的主题，这里强调“邻近的家”。</li><li>静か（しずか）：形容动词，表示环境安静或平静。</li><li>です：礼貌体断定助动词，表示断定或说明状态。</li><li>文化背景：在日本，邻里关系通常较为重要，描述邻居时通常使用「隣」来强调空间上的邻近关系，体现日式生活环境的亲密感。</li></ol>,[sound:jlpt_vocabulary_in_sentence_隣.mp3]
どの,哪个,どの本を読みますか。,读哪本书？,<ruby>どの<rt>どの</rt></ruby><ruby>本<rt>ほん</rt></ruby>を<ruby>読みます<rt>よみます</rt></ruby>か。,<ol><li>「どの」是疑问词，意思是“哪个”，用来在多个选项中询问特定的对象，后面通常接名词。</li><li>句中「本（ほん）」是名词，意思是“书”。</li><li>「を」是宾语助词，表示动作的对象。</li><li>「読みます（よみます）」是动词“読む”的ます形，表示“读”。</li><li>句尾的「か」是疑问助词，用于构成疑问句。</li></ol>,[sound:jlpt_vocabulary_in_sentence_どの.mp3]
飛ぶ,飞行,鳥が空を飛ぶのは美しいです。,鸟在天空中飞翔是美丽的。,<ruby>鳥<rt>とり</rt></ruby>が<ruby>空<rt>そら</rt></ruby>を<ruby>飛ぶ<rt>とぶ</rt></ruby><ruby>の<rt>の</rt></ruby><ruby>は<rt>は</rt></ruby><ruby>美しい<rt>うつくしい</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>動詞「飛ぶ」（とぶ）表示“飞”，“飞行”。此句中表示鸟在天空中飞翔的动作。</li><li>助词「が」标记主语“鳥（とり）”，表示动作的执行者。</li><li>助词「を」标记动作作用的对象“空（そら）”，表示飞翔的范围或场所。</li><li>「のは」连接动词短语，使其名词化，成为句子的主题。</li><li>形容词「美しい」（うつくしい）表示“美丽”，用于描述飞翔的状态。</li><li>句末「です」是礼貌形式，表达肯定和尊敬。</li><li>该句反映了日本文化中对自然美的赞赏，鸟类飞翔常被视为优美的景象。</li></ol>,[sound:jlpt_vocabulary_in_sentence_飛ぶ.mp3]
止まる,停止,バスが駅で止まる。,公交车在车站停下。,<ruby>バス<rt>ばす</rt></ruby>が<ruby>駅<rt>えき</rt></ruby>で<ruby>止まる<rt>とまる</rt></ruby>。,<ol><li>「止まる」是自动词，表示“停止、停下来”。多用于车辆、人或物体停止移动的状态。</li><li>助词「で」表示动作发生的地点，这里指公交车停止的具体位置“駅（车站）”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_止まる.mp3]
友達,朋友,友達と一緒に映画を見ました。,和朋友一起看了电影。,<ruby>友達<rt>ともだち</rt></ruby>と<ruby>一緒に<rt>いっしょに</rt></ruby><ruby>映画<rt>えいが</rt></ruby>を<ruby>見ました<rt>みました</rt></ruby>。,<ol><li>友達（ともだち）：表示朋友，关系亲密的同伴。</li><li>と：表示并列或和谁一起，这里表示“和朋友一起”。</li><li>一緒に（いっしょに）：副词，表示一起。</li><li>映画（えいが）：电影。</li><li>見ました（みました）：动词「見る」的过去式，表示观看了某物。</li><li>文化背景：在日本，人际关系重视社交活动，与友达一起去看电影是常见的休闲方式，表现出友情和谐。</li></ol>,[sound:jlpt_vocabulary_in_sentence_友達.mp3]
土曜日,星期六,私の休みは土曜日です。,我的休息日是星期六。,<ruby>私<rt>わたし</rt></ruby>の<ruby>休み<rt>やすみ</rt></ruby>は<ruby>土曜日<rt>どようび</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>「土曜日（どようび）」是表示星期六的单词，属于星期的七天之一。</li><li>句中的「は」是主题助词，用来标示主题或主语，说明“休み”是句子的主题。</li><li>「です」是礼貌体断定助动词，表示断定语气，相当于中文的“是”。</li><li>「休み（やすみ）」表示休息或假期，在日常会话中常用来讲工作或学校的休息日。</li></ol>,[sound:jlpt_vocabulary_in_sentence_土曜日.mp3]
鳥,鸟,木の上に鳥がとまっています。,鸟停在树上。,<ruby>木<rt>き</rt></ruby>の<ruby>上<rt>うえ</rt></ruby>に<ruby>鳥<rt>とり</rt></ruby>が<ruby>とまっています<rt>とまっています</rt></ruby>。,<ol><li>「鳥（とり）」是鸟类的意思，是一个常用的名词，表示会飞的有羽毛的动物。</li><li>「の」表示所属关系，连接「木」和「上」，表示“树的上面”。</li><li>「に」是表示动作或存在的场所助词，指明动作发生的地点，这里表示“在树上”。</li><li>「が」表示主语，指出动作的执行者是“鸟”。</li><li>「とまっています」是动词「止まる」（停留，停下）的ている形，表示动作的持续状态，意为“正在停留”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_鳥.mp3]
鶏肉,鸡肉,鶏肉は焼くと美味しいです。,鸡肉烤着吃很美味。,<ruby>鶏肉<rt>とりにく</rt></ruby>は<ruby>焼く<rt>やく</rt></ruby>と<ruby>美味しい<rt>おいしい</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>鶏肉（とりにく）：名词，指鸡的肉，这里作为句子的主题。</li><li>は：主题助词，表示句子的主题，相当于“关于～”或突出说明“鶏肉”。</li><li>焼く（やく）：动词，表示“烧烤、烤”的动作。</li><li>と：表示条件关系，相当于“……的话、一……就……”的意思，连接前后两个内容。</li><li>美味しい（おいしい）：形容词，意为“美味的、好吃的”。</li><li>です：礼貌的断定助动词，表示礼貌的断定句。</li><li>文化背景：在日本，鶏肉是常见食材，烧烤（焼く）的料理方法也很普遍，比如烧鸟（やきとり）。</li></ol>,[sound:jlpt_vocabulary_in_sentence_鶏肉.mp3]
取る,拿，取,写真を取るのは楽しいです。,拍照片很有趣。,<ruby>写真<rt>しゃしん</rt></ruby>を<ruby>取る<rt>とる</rt></ruby>のは<ruby>楽しい<rt>たのしい</rt></ruby><ruby>です<rt>です</rt></ruby>。,<ol><li>「取る」(とる) 是一个五段动词，有“拿取”、“取得”、“拍照”等多种意思。句中指“拍照”。</li><li>句中使用「写真を取る」表示“拍照片”，动词「取る」直接作用于宾语「写真」。(助词を表示宾语) 。</li><li>「のは」将动词短语名词化，使其成为句子的主题，后面接形容词「楽しい」表示拍照这件事很愉快。</li></ol>,[sound:jlpt_vocabulary_in_sentence_取る.mp3]
撮る,拍摄,写真を撮るのは楽しいです。,拍摄照片很有趣。,<ruby>写真<rt>しゃしん</rt></ruby>を<ruby>撮る<rt>とる</rt></ruby>のは<ruby>楽しい<rt>たのしい</rt></ruby>です。,<ol><li>「撮る（とる）」是动词，意思是“拍摄”（照片、影片等）。常用表达是「写真を撮る」，表示“拍照片”。</li><li>句中「のは」用来把动词短语「写真を撮る」名词化，使其成为句子的主题，类似中文里的“……这件事”。</li><li>「楽しい（たのしい）」是形容词，表示“愉快的、有趣的”。句尾加「です」表示礼貌。</li></ol>,[sound:jlpt_vocabulary_in_sentence_撮る.mp3]
どれ,哪个,どれがあなたのペンですか。,哪个是你的笔？,<ruby>どれ<rt>どれ</rt></ruby>が<ruby>あなた<rt>あなた</rt></ruby>の<ruby>ペン<rt>ぺん</rt></ruby><ruby>です<rt>です</rt></ruby>か。,<ol><li>「どれ」是疑问词，意思是“哪个”，用于三者以上的选择情况。</li><li>句中助词「が」标示主题或主语，表明“哪个”是句子的焦点。</li><li>「の」表示所属关系，将“あなた”和“ペン”连接，意思是“你的笔”。</li><li>句末「ですか」是礼貌的疑问形式，用于提问。</li></ol>,[sound:jlpt_vocabulary_in_sentence_どれ.mp3]
どんな,怎样的,どんな本が好きですか。,你喜欢怎样的书？,<ruby>どんな<rt>どんな</rt></ruby><ruby>本<rt>ほん</rt></ruby>が<ruby>好き<rt>すき</rt></ruby><ruby>です<rt>です</rt></ruby>か,"<ol><li>どんな：表示“怎样的、什么样的”，用来询问事物的性质或种类，通常修饰名词。</li><li>本（ほん）：名词，意思是“书”。</li><li>好き（すき）：形容词，表示喜欢、喜爱。</li><li>ですか：句尾表达疑问的形式。</li><li>文化补充：在日语中，问对方喜欢什么东西时，常用""どんな""来引出具体种类，表现礼貌和探究对方兴趣的语气。</li></ol>",[sound:jlpt_vocabulary_in_sentence_どんな.mp3]
ない,没有,お金がないと困ります。,没有钱会很麻烦。,<ruby>お金<rt>おかね</rt></ruby>が<ruby>ない<rt>ない</rt></ruby>と<ruby>困ります<rt>こまります</rt></ruby>。,<ol><li>「ない」是动词、形容词等否定形的终止形，表示“没有”或“不是”。在此句中形容名词「お金」的否定，表示“没有钱”。</li><li>「と」用于表示假定条件，译为“如果”。句中「ないと」表示“如果没有”。</li><li>「困ります」是动词「困る」的ます形，意为“困扰、为难”，整个句子表达“如果没有钱会很为难”。</li></ol>,[sound:jlpt_vocabulary_in_sentence_ない.mp3]
ナイフ,小刀,テーブルの上にナイフがあります。,桌子上有一把小刀。,<ruby>テーブル<rt>てーぶる</rt></ruby>の<ruby>上<rt>うえ</rt></ruby>に<ruby>ナイフ<rt>ないふ</rt></ruby>が<ruby>あります<rt>あります</rt></ruby>。,<ol><li>「ナイフ」是外来语，来自英语“knife”，意为小刀或刀具。它是常用的厨房或餐具之一。</li><li>助词「の」用于连接前后名词，表示所属关系或位置关系，此处表示“桌子（テーブル）的上面”。</li><li>助词「に」表示存在的具体地点，搭配动词「あります」表示无生命物体的存在。</li><li>动词「あります」表示无生命物体的存在，对应有生命体用「います」。</li></ol>,[sound:jlpt_vocabulary_in_sentence_ナイフ.mp3]
中,中间,彼は部屋の中にいます。,他在房间里面。,<ruby>彼<rt>かれ</rt></ruby>は<ruby>部屋<rt>へや</rt></ruby>の<ruby>中<rt>なか</rt></ruby>に<ruby>います<rt>います</rt></ruby>。,<ol><li>「中（なか）」表示位置的中间、内部。例如这里表示“房间的里面”。</li><li>句子结构中「は」是主题助词，表示话题，「に」是表示存在地点的助词，和动词「います」（表示有生命体的存在）搭配使用。</li></ol>,[sound:jlpt_vocabulary_in_sentence_中.mp3]
長い,长，久,彼の髪はとても長いです。,他的头发非常长。,<ruby>彼<rt>かれ</rt></ruby>の<ruby>髪<rt>かみ</rt></ruby>はとても<ruby>長い<rt>ながい</rt></ruby>です。,<ol><li>彼（かれ）：意思是“他”。</li><li>髪（かみ）：头发。</li><li>は：主题助词，表示主语。</li><li>とても：非常、很。</li><li>長い（ながい）：形容词，“长”。</li><li>です：礼貌结句词，表达郑重语气。</li><li>语法说明：形容词「長い」放在名词后面，表示该名词的性质，如“髪が長い”。这里用です结尾是礼貌表达。</li></ol>,[sound:jlpt_vocabulary_in_sentence_長い.mp3]
鳴く,鸣叫,朝、鳥が美しく鳴いている。,早晨，鸟儿在美丽地鸣叫着。,<ruby>朝<rt>あさ</rt></ruby>、<ruby>鳥<rt>とり</rt></ruby>が<ruby>美しく<rt>うつくしく</rt></ruby><ruby>鳴いて<rt>ないて</rt></ruby>いる。,"<ol><li><strong>朝（あさ）</strong>：名词，表示""早晨""，在此作时间状语</li><li><strong>鳥（とり）が</strong>：""鸟""＋主格助词""が""，表示动作的主体</li><li><strong>美しく（うつくしく）</strong>：形容词""美しい""的副词形，通过将""い""变为""く""来修饰动词</li><li><strong>鳴いている</strong>：动词""鳴く""的现在进行时形式，""鳴く""是五段动词，""鳴いて""是其て形，加""いる""表示正在进行的状态</li><li><strong>语法要点</strong>：""～ている""表示动作的持续状态或现在进行，常用于描述当前正在发生的事情</li></ol>",[sound:jlpt_vocabulary_in_sentence_鳴く.mp3]
無くす,弄丢，丢失,財布を無くして困っています。,弄丢了钱包，很困扰。,<ruby>財布<rt>さいふ</rt></ruby>を<ruby>無くして<rt>なくして</rt></ruby><ruby>困って<rt>こまって</rt></ruby>います。,<ol><li>財布（さいふ）：钱包，是日常生活中常用的物品名词</li><li>を：宾格助词，表示动作的对象，这里表示「钱包」是「弄丢」这个动作的对象</li><li>無くす（なくす）：他动词，表示弄丢、丢失某物。这里使用了て形「無くして」表示动作的完成和状态的持续</li><li>困る（こまる）：自动词，表示困扰、为难。「困っています」是困る的て形+います，表示现在正处于困扰的状态</li><li>て形+います：表示动作完成后状态的持续，这里「無くして困っています」表示因为弄丢了钱包而一直处于困扰的状态</li></ol>,[sound:jlpt_vocabulary_in_sentence_無くす.mp3]
なぜ,为什么,なぜ彼は来なかったのですか。,他为什么没有来呢？,なぜ<ruby>彼<rt>かれ</rt></ruby>は<ruby>来<rt>こ</rt></ruby>なかったのですか。,<ol><li><strong>なぜ</strong>：疑问副词，意思是「为什么」，用来询问原因或理由</li><li><strong>彼は</strong>：「彼（かれ）」是「他」的意思，「は」是主题助词，标示句子的主题</li><li><strong>来なかった</strong>：动词「来る（くる）」的过去否定形，「来なかった」表示「没有来」</li><li><strong>のですか</strong>：「のです」是解释说明的句式，加上疑问助词「か」构成疑问句，使语气更加礼貌和自然</li><li><strong>语法结构</strong>：这是一个典型的疑问句结构「なぜ＋主语＋動詞否定過去形＋のですか」，用来询问过去某事没有发生的原因</li></ol>,[sound:jlpt_vocabulary_in_sentence_なぜ.mp3]
夏,夏天,今年の夏は暑かったです。,今年的夏天很热。,<ruby>今年<rt>ことし</rt></ruby>の<ruby>夏<rt>なつ</rt></ruby>は<ruby>暑<rt>あつ</rt></ruby>かったです。,<ol><li>今年（ことし）：表示「今年」，是时间名词</li><li>の：格助词，表示所属关系，连接「今年」和「夏」</li><li>夏（なつ）：名词，表示「夏天、夏季」</li><li>は：主题助词，提示句子的主题是「今年的夏天」</li><li>暑い（あつい）：い形容词，表示「炎热的」</li><li>かった：い形容词过去式词尾，表示过去的状态</li><li>です：丁寧语助动词，使句子更加礼貌正式</li><li>语法要点：い形容词过去式的变化规律是去掉词尾「い」加「かった」，再加「です」构成敬语形式</li></ol>,[sound:jlpt_vocabulary_in_sentence_夏.mp3]
夏休み,暑假,夏休みに海で泳ぎました。,暑假时在海里游泳了。,<ruby>夏休み<rt>なつやすみ</rt></ruby>に<ruby>海<rt>うみ</rt></ruby>で<ruby>泳ぎ<rt>およぎ</rt></ruby>ました。,"<ol><li>夏休み（なつやすみ）：由「夏」（夏天）+「休み」（休息、假期）组成的复合词，表示暑假。</li><li>に：时间助词，表示动作发生的时间范围，这里表示""在暑假期间""。</li><li>海（うみ）：名词，表示""海、大海""。</li><li>で：地点助词，表示动作发生的场所，""在海里""。</li><li>泳ぎました：动词""泳ぐ""（游泳）的过去时敬语形式。""泳ぎ""是连用形，""ました""表示过去时态和敬语。</li><li>语法结构：时间+に+地点+で+动词，这是日语中表示""在某时某地做某事""的基本句型。</li></ol>",[sound:jlpt_vocabulary_in_sentence_夏休み.mp3]
七つ,七个,七つの星が空に輝いている。,七颗星星在天空中闪耀着。,<ruby>七つ<rt>ななつ</rt></ruby>の<ruby>星<rt>ほし</rt></ruby>が<ruby>空<rt>そら</rt></ruby>に<ruby>輝いて<rt>かがやいて</rt></ruby>いる。,<ol><li>七つ（ななつ）：日语中数字1-10有特殊的计数形式，用于计数一般物品。七つ是数字7的训读计数形式，常用于数7个以下的物品。</li><li>の：连体助词，表示修饰关系，连接「七つ」和「星」，表示「七个的星星」。</li><li>星（ほし）が：「星」是名词，表示星星；「が」是主格助词，标示句子的主语。</li><li>空（そら）に：「空」表示天空；「に」是表示场所的助词，相当于中文的「在」。</li><li>輝いている（かがやいている）：动词「輝く」的现在进行时形式。「輝く」表示闪耀、发光，「ている」表示动作的持续状态。</li></ol>,[sound:jlpt_vocabulary_in_sentence_七つ.mp3]
何,什么,何を食べますか。,吃什么呢？,<ruby>何<rt>なに</rt></ruby>を<ruby>食べます<rt>たべます</rt></ruby>か。,"<ol><li>「何」（なに）：疑问代词，表示""什么""，用于询问事物的名称或性质</li><li>「を」：格助词，表示动作的直接对象，这里标示""何""是""食べる""的宾语</li><li>「食べます」（たべます）：动词""食べる""的敬语形，表示""吃""，用于正式场合或对他人表示敬意</li><li>「か」：疑问助词，放在句末表示疑问语气，相当于中文的""吗""或""呢""</li><li>语法结构：「何+を+动词+か」是日语中询问动作对象的基本句型，常用于日常对话中询问具体事物</li></ol>",[sound:jlpt_vocabulary_in_sentence_何.mp3]
七日,七日，七天,七日間、雨が降り続いた。,连续下了七天雨。,<ruby>七日間<rt>なのかかん</rt></ruby>、<ruby>雨<rt>あめ</rt></ruby>が<ruby>降り<rt>ふり</rt></ruby><ruby>続い<rt>つづい</rt></ruby>た。,<ol><li>七日間（なのかかん）：表示「七天」的意思，是时间词汇。「七日」读作「なのか」，加上「間」表示持续的时间段</li><li>雨が降る：基本句型「雨が降る」表示下雨，「が」是主格助词，标示主语「雨」</li><li>降り続く：复合动词，由「降る（下）」+「続く（继续）」构成，表示「持续下雨」的意思</li><li>た：过去时助动词，表示已经完成的动作或状态</li><li>整个句子使用了「～が～た」的基本过去时句型，描述过去发生的持续性天气现象</li></ol>,[sound:jlpt_vocabulary_in_sentence_七日.mp3]
習う,学习，学会,私は毎週火曜日にピアノを習っている。,我每周二学钢琴。,<ruby>私<rt>わたし</rt></ruby>は<ruby>毎週<rt>まいしゅう</rt></ruby><ruby>火曜日<rt>かようび</rt></ruby>に<ruby>ピアノ<rt>ぴあの</rt></ruby>を<ruby>習<rt>なら</rt></ruby>っている。,<ol><li><strong>私は</strong>：主语「我」，は是主题助词，表示话题</li><li><strong>毎週</strong>：副词，表示「每周」的时间频率</li><li><strong>火曜日に</strong>：时间名词+助词に，表示具体的时间点「在星期二」</li><li><strong>ピアノを</strong>：宾语+助词を，表示动作的对象「钢琴」</li><li><strong>習っている</strong>：动词「習う」的て形+いる，表示持续进行的状态或习惯性动作。習う是五段动词，意思是「向别人学习技能或知识」，强调从老师或他人那里学到东西</li><li><strong>语法要点</strong>：ている形除了表示正在进行的动作外，还可以表示习惯性、反复性的动作，这里指「习惯性地学钢琴」这个状态</li></ol>,[sound:jlpt_vocabulary_in_sentence_習う.mp3]
